id,title_short,decision,reason_code,confidence,rationale,extracto_truncado_relevante,revisado_manualmente,color_numbers
2722,Scalable Multiple Changepoint Detection for Functional Data Sequences,include,none,media,"Deteccion escalable de multiples puntos de cambio en secuencias de datos funcionales; proyecciones between/within, fused lasso, CUSUM.",no,no,
2725,Variational Nonparametric Inference in Functional Stochastic Block Model,include,none,media,"Modelo de bloques estocasticos funcional; vertices con datos funcionales (PIB de paises), deteccion de comunidades e inferencia variacional.",si,no,
2726,CoVariance Filters and Neural Networks over Hilbert Spaces,include,none,media,Filtros y redes de covarianza sobre espacios de Hilbert; se prueba que recuperan FPCA de senales filtradas; clasificacion de series.,si,no,
2727,Spatially Varying Deep Functional Neural Network: Application in Large-Scale Crop Yield Prediction,include,none,media,Red neuronal funcional profunda con coeficientes espacialmente variantes; supera modelos de regresion funcional; aplicacion a rendimiento de cultivos.,si,no,
2728,A Statistical Machine Learning Approach to Yield Curve Forecasting,include,none,alta,"Procesos gaussianos para modelar y pronosticar la curva de rendimientos (yield curve); datos funcionales, aplicacion financiera.",no,no,
2729,Functional Mean Flow in Hilbert Space,exclude,I1,alta,"Modelo generativo one-step en espacio de Hilbert (Functional Flow Matching); genera imagenes/PDEs, no representacion FDA ni FPCA.",no,si,verde
2731,On filter-type estimation of discretely sampled cyclic long-memory processes,include,none,media,"Estimacion tipo filtro de procesos ciclicos de memoria larga con wavelets; datos funcionales, consistencia fuerte; relevante a PR4.",si,no,
2733,An ensemble of convolution-based methods for fault detection using vibration signals,exclude,I1,alta,"Clasificacion de series de tiempo multivariadas (ROCKET, CNN) para deteccion de fallos por vibracion; FDA solo mencionada de pasada.",no,si,verde
2734,Probabilistic Functional Neural Networks,include,none,media,Red neuronal funcional probabilistica (ProFnet) para series funcionales de alta dimension; pronostico de tasas de mortalidad de Japon.,si,no,
2736,Noise-Robust Phase Connectivity Estimation via Bayesian Circular Functional Models,exclude,E4,alta,Modelo bayesiano de datos funcionales circulares para estimar conectividad de fase (PLV) en EEG; dominio neurociencia.,si,si,verde
2738,Scalable Model-Based Gaussian Process Clustering,include,none,media,Clustering escalable de datos funcionales basado en procesos gaussianos con aproximacion Vecchia; contribucion metodologica de escalabilidad.,si,no,
2739,A Bayesian Nonparametric Approach for Estimating Individualized Treatment-Response Curves,exclude,E1,alta,Metodo bayesiano no parametrico para curvas de respuesta a tratamiento individualizadas; FDA como herramienta para inferencia causal.,si,si,verde
2740,Multioutput Gaussian Processes with Functional Data: A Study on Coastal Flood Hazard Assessment,exclude,E4,alta,Procesos gaussianos multi-salida con entradas funcionales para evaluacion de peligro de inundacion costera; dominio hidrologia.,si,si,verde
2742,"Detecting changes in Hilbert space data based on ""repeated"" and change-aligned principal components",include,none,alta,Procedimiento CUSUM para cambios en medias en espacio de Hilbert via representacion en componentes principales; evita separacion de autovalores.,no,no,
2743,Region-Referenced Spectral Power Dynamics of EEG Signals: A Hierarchical Modeling Approach,include,none,media,Datos funcionales referenciados por region para EEG; discute modelos previos como supuestos sobre operadores de covarianza y descomposiciones factoriales.,si,no,
2744,Behavior Score Prediction in Resting-State Functional MRI by Deep State Space Modeling,exclude,I1,alta,"Deep state space sobre series BOLD de fMRI en reposo para predecir scores de Alzheimer; 'functional' = fMRI, no FDA.",no,si,verde
2749,Climate change analysis from LRD manifold functional regression,include,none,media,Regresion funcional no lineal en variedades con errores de memoria larga (LRD); metodologia sustantiva de series funcionales; aplicacion climatica.,si,no,
2750,Two-Sample Testing for Multivariate Cross-Correlation Functions with Applications to Gut-Brain Rewar,include,none,media,Test de dos muestras para funciones de correlacion cruzada multivariadas como datos funcionales; estadisticos globales tipo Hotelling.,si,no,
2751,Functional Extreme-PLS,include,none,alta,"Extreme-PLS funcional: reduccion de dimension extrema para covariable en L2([0,1]); proyeccion, PLS/SIR; datos financieros de alta frecuencia.",no,no,
2752,Generalized probabilistic principal component analysis of correlated data,include,none,alta,PCA probabilistica generalizada (GPPCA) para datos correlacionados incluyendo datos funcionales; estimador de cargas factoriales de forma cerrada.,no,no,
2754,Neural Optimal Transport in Hilbert Spaces: Characterizing Spurious Solutions and Gaussian Smoothing,exclude,I1,alta,"Transporte optimo neuronal en espacios de Hilbert; teoria ML sobre soluciones espurias y suavizado gaussiano, no representacion FDA.",si,si,verde
2755,"Fast Emulation, Modular Calibration, and Active Learning for Simulators with Functional Response",include,none,media,Emulador escalable para respuesta funcional con regresion GP local; calibracion modular y aprendizaje activo de simuladores.,si,no,
2756,Detecting practically significant dependencies in metric spaces via distance correlations,exclude,I1,alta,"Test pivotal para correlacion de distancias sobre un umbral en espacios metricos; datos funcionales solo uno de varios settings, no base/FPCA.",si,si,verde
2757,Functional instrumental variable regression with an application to estimating the impact of immigrat,include,none,alta,Regresion de variable instrumental funcional aplicada a impacto de inmigracion en salarios; econometria funcional (PR5).,si,si,verde
2760,"Elastic $k$-means clustering of functional data for posterior exploration, with an application to in",include,none,media,k-means elastico de datos funcionales; BIC via modelo de mezcla sobre componentes principales de FPCA; aplicacion epidemiologica (Mexico).,no,no,
2761,Modeling the Evolution of Infectious Diseases with Functional Data Models: The Case of COVID-19 in B,include,none,alta,Modelos de datos funcionales para muertes por COVID-19 en Brasil; clustering + regresion cuantilica funcional sobre indicadores socioeconomicos (PR5).,no,no,
2762,Bayesian spatial functional data clustering: applications in disease surveillance,include,none,media,"Clustering bayesiano de datos funcionales espaciales para vigilancia de enfermedades; arboles de expansion aleatorios, modelos gaussianos latentes.",si,no,
2763,Bayesian Hierarchical Modeling for Predicting Spatially Correlated Curves in Irregular Domains: A Ca,include,none,alta,Modelo jerarquico bayesiano con bases de polinomios de Bernstein y efectos AR para curvas espacialmente correlacionadas; discute numero de bases (12 vs 18); PM10 Mexico.,no,no,
2764,Functional generalized autoregressive conditional heteroskedasticity,include,none,alta,fGARCH: version funcional del proceso GARCH para series financieras; soluciones estacionarias en L2 y funciones continuas; volatilidad intradia (PR4/PR5).,no,no,
2765,Interpretable models for forecasting high-dimensional functional time series,include,none,alta,Descomposicion ANOVA funcional + modelo de factores funcionales via FPCA en bases ortonormales; aporte metodologico central de representacion.,no,no,
2766,Spatial Correlation in Weather Forecast Accuracy: A Functional Time Series Approach,include,none,media,"FTS sobre superficies 2D con base B-spline (resolucion elegida) + GARCH en coeficientes; discute construccion de base, aunque dominio meteorologico (posible E4).",si,no,
2767,Forecasting high-dimensional functional time series with dual-factor structures,include,none,alta,"Modelo de doble factor: FTS + funciones base especificas por poblacion, recuperacion de bases via FPCA; representacion en bases es el objeto.",no,no,
2768,Forecasting of a Hierarchical Functional Time Series on air pollution in Silesia region,include,none,media,"FTS jerarquica y reconciliacion de pronosticos en marco econometrico; no discute eleccion/calidad de base (posible E1), cuerpo omitido.",si,no,
2769,Multiscale Change Point Detection for Functional Time Series,include,none,alta,"Deteccion de puntos de cambio en FTS en espacios de Banach, procesos no estacionarios, aplicacion a datos financieros; relevante a PR4/PR5.",no,no,
2770,A Functional Version of the ARCH Model,include,none,alta,"Conjunto oro #10 (Hormann/Horvath/Reeder). Version funcional del modelo ARCH, datos financieros de alta frecuencia, volatilidad. Ancla de C7.",no,no,
2771,Functional Regression with Nonstationarity and Error Contamination: Economic Impact of Climate Change,include,none,alta,Regresion funcional no estacionaria con cointegracion aplicada al impacto economico del cambio climatico; PR5 y PR4 directos.,no,no,
2772,An operator-level ARCH Model,include,none,alta,"Marco ARCH a nivel de operador de covarianza en espacios de Hilbert, series financieras, retornos intradia S&P 500; linea directa de GARCH funcional (PR4/PR7).",no,no,
2773,A Frequentist Approach to Change Point Detection: Methods and Applications,include,none,media,"Deteccion de puntos de cambio en FTS con FPCA como proyeccion; preprint breve, discusion de base superficial, calidad modesta.",si,no,
2774,Uncovering predictability in the evolution of the WTI oil futures curve,include,none,media,"Metodo FTS (exponential smoothing state space) para curvas de futuros de petroleo WTI; aplicacion economico-financiera, PR5. Profundidad de base no clara en extracto.",si,no,
2775,A prediction interval for a function-valued forecast model,include,none,alta,Modelo KWF (Kernel+Wavelet+Functional) con base WAVELET explicita para series no estacionarias de carga electrica; PR4 directo (wavelets vs procesos no suaves).,no,no,
